,map_id,img_name,counts,my_dis,car_dis
298,000066,1.jpg,3,309.0,69.0
299,000066,2.jpg,9,310.0,13.0
300,000066,3.jpg,6,267.0,23.0
301,000066,4.jpg,3,262.0,187.0
302,000067,1.jpg,11,410.0,26.0
303,000067,2.jpg,14,452.0,3.0
304,000067,3.jpg,15,519.0,12.0
305,000067,4.jpg,10,544.0,11.0
306,000067,5.jpg,10,366.0,25.0
307,000068,1.jpg,2,599.0,196.0
308,000068,2.jpg,3,506.0,48.0
309,000068,3.jpg,5,585.0,80.0
310,000068,4.jpg,6,424.0,16.0
311,000069,1.jpg,2,558.0,63.0
312,000069,2.jpg,2,570.0,70.0
313,000069,3.jpg,4,612.0,2.0
314,000069,4.jpg,2,735.0,356.0
315,000069,5.jpg,2,578.0,57.0
316,000070,1.jpg,5,443.0,83.0
317,000070,2.jpg,10,613.0,8.0
318,000070,3.jpg,11,516.0,13.0
319,000070,4.jpg,12,472.0,10.0
320,000071,1.jpg,8,397.0,7.0
321,000071,2.jpg,0,0.0,0.0
322,000071,3.jpg,0,0.0,0.0
323,000071,4.jpg,0,0.0,0.0
324,000071,5.jpg,0,0.0,0.0
325,000072,1.jpg,4,248.0,59.0
326,000072,2.jpg,3,295.0,105.0
327,000072,3.jpg,3,301.0,120.0
328,000072,4.jpg,5,236.0,69.0
329,000072,5.jpg,3,291.0,119.0
330,000073,1.jpg,3,208.0,81.0
331,000073,2.jpg,2,151.0,303.0
332,000073,3.jpg,4,175.0,13.0
333,000073,4.jpg,1,466.0,0.0
334,000074,1.jpg,5,234.0,129.0
335,000074,2.jpg,3,229.0,203.0
336,000074,3.jpg,4,182.0,90.0
337,000074,4.jpg,5,193.0,101.0
338,000075,1.jpg,3,611.0,97.0
339,000075,2.jpg,2,623.0,226.0
340,000075,3.jpg,3,736.0,172.0
341,000075,4.jpg,3,588.0,62.0
342,000075,5.jpg,3,738.0,272.0
343,000076,1.jpg,0,0.0,0.0
344,000076,2.jpg,2,141.0,197.0
345,000076,3.jpg,4,372.0,215.0
346,000076,4.jpg,2,518.0,834.0
347,000077,1.jpg,8,524.0,22.0
348,000077,2.jpg,5,466.0,99.0
349,000077,3.jpg,7,412.0,45.0
350,000077,4.jpg,5,314.0,15.0
351,000077,5.jpg,4,486.0,161.0
352,000078,1.jpg,4,451.0,135.0
353,000078,2.jpg,3,246.0,49.0
354,000078,3.jpg,1,296.0,0.0
355,000078,4.jpg,3,353.0,14.0
356,000079,1.jpg,4,759.0,77.0
357,000079,2.jpg,4,678.0,95.0
358,000079,3.jpg,6,714.0,19.0
359,000079,4.jpg,5,617.0,38.0
360,000080,1.jpg,12,483.0,8.0
361,000080,2.jpg,11,441.0,32.0
362,000080,3.jpg,9,326.0,13.0
363,000080,4.jpg,10,377.0,19.0
364,000080,5.jpg,11,277.0,35.0
365,000081,1.jpg,13,460.0,10.0
366,000081,2.jpg,12,421.0,14.0
367,000081,3.jpg,11,408.0,17.0
368,000081,4.jpg,13,441.0,9.0
369,000082,1.jpg,8,566.0,32.0
370,000082,2.jpg,9,609.0,19.0
371,000082,3.jpg,7,574.0,12.0
372,000082,4.jpg,8,575.0,33.0
373,000082,5.jpg,7,592.0,43.0
374,000083,1.jpg,4,250.0,26.0
375,000083,2.jpg,4,423.0,163.0
376,000083,3.jpg,7,360.0,17.0
377,000083,4.jpg,4,453.0,116.0
378,000084,1.jpg,0,0.0,0.0
379,000084,2.jpg,0,0.0,0.0
380,000084,3.jpg,0,0.0,0.0
381,000084,4.jpg,0,0.0,0.0
382,000084,5.jpg,0,0.0,0.0
383,000085,1.jpg,2,64.0,128.0
384,000085,2.jpg,2,74.0,148.0
385,000085,3.jpg,4,115.0,10.0
386,000085,4.jpg,4,115.0,10.0
387,000085,5.jpg,4,180.0,12.0
388,000086,1.jpg,0,0.0,0.0
389,000086,2.jpg,1,345.0,0.0
390,000086,3.jpg,7,401.0,17.0
391,000086,4.jpg,7,396.0,25.0
392,000087,1.jpg,5,202.0,15.0
393,000087,2.jpg,4,209.0,1.0
394,000087,3.jpg,4,120.0,23.0
395,000087,4.jpg,6,262.0,8.0
396,000087,5.jpg,6,267.0,8.0
397,000088,1.jpg,5,184.0,14.0
398,000088,2.jpg,3,202.0,131.0
399,000088,3.jpg,2,119.0,83.0
400,000088,4.jpg,4,232.0,41.0
401,000088,5.jpg,4,181.0,37.0
402,000089,1.jpg,3,376.0,44.0
403,000089,2.jpg,3,316.0,62.0
404,000089,3.jpg,4,369.0,35.0
405,000089,4.jpg,6,343.0,21.0
406,000090,1.jpg,0,0.0,0.0
407,000090,2.jpg,0,0.0,0.0
408,000090,3.jpg,0,0.0,0.0
409,000090,4.jpg,0,0.0,0.0
410,000090,5.jpg,0,0.0,0.0
411,000091,1.jpg,8,252.0,80.0
412,000091,2.jpg,4,206.0,81.0
413,000091,3.jpg,4,189.0,56.0
414,000091,4.jpg,5,160.0,31.0
415,000092,1.jpg,4,227.0,51.0
416,000092,2.jpg,3,484.0,200.0
417,000092,3.jpg,4,285.0,58.0
418,000092,4.jpg,7,387.0,42.0
419,000092,5.jpg,6,389.0,61.0
420,000093,1.jpg,4,189.0,25.0
421,000093,2.jpg,5,223.0,12.0
422,000093,3.jpg,3,170.0,52.0
423,000093,4.jpg,4,258.0,47.0
424,000093,5.jpg,5,180.0,59.0
425,000094,1.jpg,9,228.0,16.0
426,000094,2.jpg,7,243.0,19.0
427,000094,3.jpg,7,303.0,8.0
428,000094,4.jpg,10,318.0,18.0
429,000095,1.jpg,2,708.0,178.0
430,000095,2.jpg,2,387.0,432.0
431,000095,3.jpg,2,669.0,43.0
432,000095,4.jpg,1,650.0,0.0
433,000095,5.jpg,1,557.0,0.0
434,000096,1.jpg,0,0.0,0.0
435,000096,2.jpg,0,0.0,0.0
436,000096,3.jpg,1,224.0,0.0
437,000096,4.jpg,1,224.0,0.0
438,000096,5.jpg,0,0.0,0.0
439,000097,1.jpg,0,0.0,0.0
440,000097,2.jpg,0,0.0,0.0
441,000097,3.jpg,1,318.0,0.0
442,000097,4.jpg,0,0.0,0.0
443,000097,5.jpg,2,781.0,87.0
444,000098,1.jpg,3,247.0,27.0
445,000098,2.jpg,4,275.0,38.0
446,000098,3.jpg,5,287.0,47.0
447,000098,4.jpg,10,430.0,25.0
448,000099,1.jpg,5,246.0,32.0
449,000099,2.jpg,8,286.0,19.0
450,000099,3.jpg,11,527.0,20.0
451,000099,4.jpg,8,503.0,31.0
452,000100,1.jpg,4,340.0,153.0
453,000100,2.jpg,4,309.0,47.0
454,000100,3.jpg,4,274.0,63.0
455,000100,4.jpg,4,288.0,39.0
456,000100,5.jpg,5,219.0,17.0
457,000101,1.jpg,3,311.0,26.0
458,000101,2.jpg,3,262.0,66.0
459,000101,3.jpg,4,201.0,89.0
460,000101,4.jpg,3,272.0,102.0
461,000102,1.jpg,5,280.0,26.0
462,000102,2.jpg,5,228.0,49.0
463,000102,3.jpg,5,347.0,43.0
464,000102,4.jpg,6,274.0,14.0
465,000102,5.jpg,6,333.0,36.0
466,000103,1.jpg,6,783.0,22.0
467,000103,2.jpg,3,792.0,14.0
468,000103,3.jpg,2,268.0,432.0
469,000103,4.jpg,3,511.0,20.0
470,000103,5.jpg,0,0.0,0.0
471,000104,1.jpg,3,460.0,320.0
472,000104,2.jpg,6,180.0,11.0
473,000104,3.jpg,4,277.0,29.0
474,000104,4.jpg,7,225.0,8.0
475,000104,5.jpg,4,216.0,53.0
476,000105,1.jpg,0,0.0,0.0
477,000105,2.jpg,2,222.0,45.0
478,000105,3.jpg,1,20.0,0.0
479,000105,4.jpg,2,136.0,130.0
480,000106,1.jpg,2,490.0,169.0
481,000106,2.jpg,3,397.0,61.0
482,000106,3.jpg,4,701.0,110.0
483,000106,4.jpg,6,640.0,43.0
484,000107,1.jpg,2,447.0,360.0
485,000107,2.jpg,1,635.0,0.0
486,000107,3.jpg,1,599.0,0.0
487,000107,4.jpg,1,597.0,0.0
488,000107,5.jpg,4,310.0,49.0
489,000108,1.jpg,8,297.0,31.0
490,000108,2.jpg,11,359.0,12.0
491,000108,3.jpg,12,427.0,4.0
492,000108,4.jpg,8,251.0,73.0
493,000108,5.jpg,6,234.0,67.0
494,000109,1.jpg,1,350.0,0.0
495,000109,2.jpg,1,358.0,0.0
496,000109,3.jpg,1,301.0,0.0
497,000109,4.jpg,0,0.0,0.0
498,000110,1.jpg,3,613.0,45.0
499,000110,2.jpg,2,620.0,435.0
500,000110,3.jpg,0,0.0,0.0
501,000110,4.jpg,1,442.0,0.0
502,000111,1.jpg,6,383.0,64.0
503,000111,2.jpg,7,357.0,86.0
504,000111,3.jpg,8,395.0,24.0
505,000111,4.jpg,10,327.0,15.0
506,000111,5.jpg,8,372.0,25.0
507,000112,1.jpg,0,0.0,0.0
508,000112,2.jpg,1,123.0,0.0
509,000112,3.jpg,1,305.0,0.0
510,000112,4.jpg,0,0.0,0.0
511,000113,1.jpg,4,205.0,37.0
512,000113,2.jpg,2,187.0,168.0
513,000113,3.jpg,4,173.0,22.0
514,000113,4.jpg,3,183.0,27.0
515,000113,5.jpg,4,191.0,12.0
516,000114,1.jpg,2,682.0,685.0
517,000114,2.jpg,1,599.0,0.0
518,000114,3.jpg,2,405.0,66.0
519,000114,4.jpg,2,415.0,86.0
520,000114,5.jpg,1,317.0,0.0
521,000115,1.jpg,8,307.0,43.0
522,000115,2.jpg,5,336.0,153.0
523,000115,3.jpg,4,218.0,87.0
524,000115,4.jpg,8,346.0,69.0
525,000116,1.jpg,11,308.0,12.0
526,000116,2.jpg,6,321.0,51.0
527,000116,3.jpg,8,571.0,10.0
528,000116,4.jpg,8,531.0,32.0
529,000116,5.jpg,6,233.0,43.0
530,000117,1.jpg,3,619.0,35.0
531,000117,2.jpg,2,605.0,72.0
532,000117,3.jpg,2,623.0,111.0
533,000117,4.jpg,2,589.0,73.0
534,000118,1.jpg,10,372.0,15.0
535,000118,2.jpg,8,377.0,46.0
536,000118,3.jpg,10,379.0,32.0
537,000118,4.jpg,7,360.0,22.0
538,000118,5.jpg,8,345.0,19.0
539,000119,1.jpg,4,263.0,34.0
540,000119,2.jpg,3,358.0,41.0
541,000119,3.jpg,1,435.0,0.0
542,000119,4.jpg,2,305.0,147.0
543,000119,5.jpg,3,359.0,53.0
544,000120,1.jpg,6,448.0,16.0
545,000120,2.jpg,10,392.0,6.0
546,000120,3.jpg,4,501.0,39.0
547,000120,4.jpg,7,558.0,21.0
548,000121,1.jpg,2,484.0,90.0
549,000121,2.jpg,2,500.0,89.0
550,000121,3.jpg,2,510.0,75.0
551,000121,4.jpg,2,501.0,14.0
552,000121,5.jpg,3,534.0,68.0
553,000122,1.jpg,0,0.0,0.0
554,000122,2.jpg,0,0.0,0.0
555,000122,3.jpg,1,189.0,0.0
556,000122,4.jpg,1,239.0,0.0
557,000122,5.jpg,0,0.0,0.0
558,000123,1.jpg,1,480.0,0.0
559,000123,2.jpg,1,521.0,0.0
560,000123,3.jpg,2,408.0,544.0
561,000123,4.jpg,2,414.0,534.0
562,000123,5.jpg,1,370.0,0.0
563,000124,1.jpg,5,132.0,41.0
564,000124,2.jpg,5,227.0,36.0
565,000124,3.jpg,3,237.0,117.0
566,000124,4.jpg,4,236.0,21.0
567,000124,5.jpg,3,324.0,93.0
568,000125,1.jpg,7,587.0,33.0
569,000125,2.jpg,8,513.0,27.0
570,000125,3.jpg,12,533.0,23.0
571,000125,4.jpg,6,641.0,52.0
572,000125,5.jpg,8,491.0,17.0
573,000126,1.jpg,4,422.0,371.0
574,000126,2.jpg,7,194.0,28.0
575,000126,3.jpg,11,296.0,28.0
576,000126,4.jpg,10,259.0,19.0
577,000127,1.jpg,3,393.0,105.0
578,000127,2.jpg,2,304.0,79.0
579,000127,3.jpg,2,303.0,82.0
580,000127,4.jpg,3,273.0,25.0
581,000127,5.jpg,3,275.0,63.0
582,000128,1.jpg,8,394.0,35.0
583,000128,2.jpg,6,423.0,16.0
584,000128,3.jpg,6,467.0,39.0
585,000128,4.jpg,5,465.0,35.0
586,000128,5.jpg,7,339.0,7.0
587,000129,1.jpg,7,251.0,5.0
588,000129,2.jpg,4,150.0,30.0
589,000129,3.jpg,3,168.0,57.0
590,000129,4.jpg,4,425.0,15.0
591,000129,5.jpg,5,151.0,30.0
592,000130,1.jpg,3,194.0,60.0
593,000130,2.jpg,4,499.0,177.0
594,000130,3.jpg,2,319.0,274.0
595,000130,4.jpg,2,496.0,343.0
596,000130,5.jpg,2,189.0,215.0
597,000131,1.jpg,2,561.0,175.0
598,000131,2.jpg,1,217.0,0.0
599,000131,3.jpg,5,411.0,9.0
600,000131,4.jpg,3,175.0,143.0
601,000131,5.jpg,3,500.0,28.0
602,000132,1.jpg,4,447.0,67.0
603,000132,2.jpg,3,573.0,121.0
604,000132,3.jpg,3,411.0,45.0
605,000132,4.jpg,2,449.0,217.0
606,000132,5.jpg,5,745.0,51.0
607,000133,1.jpg,5,319.0,54.0
608,000133,2.jpg,4,277.0,130.0
609,000133,3.jpg,4,336.0,75.0
610,000133,4.jpg,3,359.0,156.0
611,000134,1.jpg,6,625.0,41.0
612,000134,2.jpg,1,370.0,0.0
613,000134,3.jpg,4,495.0,49.0
614,000134,4.jpg,4,635.0,21.0
615,000134,5.jpg,9,377.0,11.0
616,000135,1.jpg,1,514.0,0.0
617,000135,2.jpg,0,0.0,0.0
618,000135,3.jpg,0,0.0,0.0
619,000135,4.jpg,4,351.0,46.0
620,000136,1.jpg,1,462.0,0.0
621,000136,2.jpg,6,541.0,10.0
622,000136,3.jpg,10,354.0,19.0
623,000136,4.jpg,4,533.0,108.0
624,000137,1.jpg,3,244.0,71.0
625,000137,2.jpg,3,240.0,75.0
626,000137,3.jpg,3,254.0,51.0
627,000137,4.jpg,3,272.0,57.0
628,000137,5.jpg,2,616.0,29.0
629,000138,1.jpg,2,355.0,237.0
630,000138,2.jpg,3,540.0,118.0
631,000138,3.jpg,2,545.0,242.0
632,000138,4.jpg,4,585.0,132.0
633,000138,5.jpg,6,529.0,16.0
634,000139,1.jpg,4,614.0,38.0
635,000139,2.jpg,6,741.0,35.0
636,000139,3.jpg,7,716.0,23.0
637,000139,4.jpg,4,640.0,59.0
638,000140,1.jpg,4,577.0,69.0
639,000140,2.jpg,2,578.0,670.0
640,000140,3.jpg,1,450.0,0.0
641,000140,4.jpg,3,653.0,91.0
642,000141,1.jpg,5,456.0,160.0
643,000141,2.jpg,8,380.0,76.0
644,000141,3.jpg,8,393.0,73.0
645,000141,4.jpg,7,442.0,66.0
646,000142,1.jpg,6,490.0,90.0
647,000142,2.jpg,9,597.0,20.0
648,000142,3.jpg,8,677.0,8.0
649,000142,4.jpg,8,680.0,27.0
650,000143,1.jpg,3,343.0,123.0
651,000143,2.jpg,2,362.0,672.0
652,000143,3.jpg,1,964.0,0.0
653,000143,4.jpg,1,1040.0,0.0
654,000143,5.jpg,3,394.0,90.0
655,000144,1.jpg,4,256.0,59.0
656,000144,2.jpg,3,169.0,102.0
657,000144,3.jpg,7,345.0,33.0
658,000144,4.jpg,4,210.0,46.0
659,000144,5.jpg,4,201.0,39.0
660,000145,1.jpg,2,434.0,73.0
661,000145,2.jpg,2,425.0,54.0
662,000145,3.jpg,2,341.0,107.0
663,000145,4.jpg,2,311.0,196.0
